598,20,20,0.001,0.1799007354160727,100.0
299,20,20,0.002,0.17958722208646022,100.0
199,20,20,0.003,0.1795956348324667,100.0
149,20,20,0.004,0.17958527331857116,100.0
119,20,20,0.005,0.1796074419600148,100.0
99,20,20,0.006,0.17959638075949297,100.0
85,20,20,0.007,0.17896767988895695,100.0
74,20,20,0.008,0.17963609650313486,100.0
66,20,20,0.009000000000000001,0.1786547381602205,100.0
59,20,20,0.010000000000000002,0.1796035615635391,100.0
54,20,20,0.011,0.17812047858031024,100.0
49,20,20,0.012,0.17959368200429873,100.0
46,20,20,0.013000000000000001,0.17617029588655378,100.0
42,20,20,0.014000000000000002,0.1790772645512191,100.0
39,20,20,0.015,0.17972590679729997,100.0
37,20,20,0.016,0.17728213195143394,100.0
35,20,20,0.017,0.17610873264657492,100.0
33,20,20,0.018000000000000002,0.17590662739160481,100.0
31,20,20,0.019000000000000003,0.17731720786020805,100.0
29,20,20,0.02,0.17965850976441292,100.0
28,20,20,0.021,0.1770386280711504,100.0
27,20,20,0.022000000000000002,0.17506622608007594,100.0
26,20,20,0.023,0.17339128928197672,100.0
25,20,20,0.024,0.172808548433526,100.0
23,20,20,0.025,0.17974421138344204,100.0
23,20,20,0.026000000000000002,0.17257490740650422,100.0
22,20,20,0.027000000000000003,0.173473339422665,100.0
21,20,20,0.028,0.17488037676704699,100.0
20,20,20,0.029,0.17732273743309485,100.0
20,20,20,0.030000000000000002,0.1712386627775362,100.0
19,20,20,0.031,0.17404360433361743,100.0
18,20,20,0.032,0.17805010904558286,100.0
18,20,20,0.033,0.17185325985030434,100.0
17,20,20,0.034,0.17620192135858043,100.0
17,20,20,0.035,0.17154084455142482,100.0
16,20,20,0.036000000000000004,0.17656726031714268,100.0
16,20,20,0.037000000000000005,0.17160752136044538,100.0
15,20,20,0.038,0.17762030716843938,100.0
15,20,20,0.039,0.17286722296588236,100.0
15,20,20,0.04,0.16984380813263447,100.0
14,20,20,0.041,0.17638210658000103,100.0
14,20,20,0.042,0.17129313205368873,100.0
14,20,20,0.043000000000000003,0.16783240245915532,100.0
13,20,20,0.044000000000000004,0.17509874400462339,100.0
13,20,20,0.045,0.17223351877026888,100.0
13,20,20,0.046,0.1678026539772122,100.0
12,20,20,0.047,0.17710205704714405,100.0
12,20,20,0.048,0.1725272410683597,100.0
12,20,20,0.049,0.17055802220441188,100.0
12,20,20,0.05,0.16605936742168903,100.0
11,20,20,0.051000000000000004,0.17773435678575403,100.0
11,20,20,0.052000000000000005,0.17392679266065883,100.0
11,20,20,0.053000000000000005,0.16957475506338185,100.0
11,20,20,0.054,0.1660530972534699,100.0
10,20,20,0.055,0.17907243687887697,100.0
10,20,20,0.056,0.1791437847855507,100.0
10,20,20,0.057,0.17365336679731927,100.0
10,20,20,0.058,0.17070352031446573,100.0
10,20,20,0.059000000000000004,0.16836928470968482,100.0
10,20,20,0.060000000000000005,0.16541513883052622,100.0
9,20,20,0.061,0.17956603536823812,100.0
9,20,20,0.062,0.17608407417280028,100.0
9,20,20,0.063,0.17159098955120244,100.0
9,20,20,0.064,0.16931691566497278,100.0
9,20,20,0.065,0.16696087151340644,100.0
9,20,20,0.066,0.16363621418776253,100.0
9,20,20,0.067,0.1621320776387584,100.0
8,20,20,0.068,0.17836350266949066,100.0
8,20,20,0.069,0.1740003583666908,100.0
8,20,20,0.07,0.1717232192921109,100.0
8,20,20,0.07100000000000001,0.17173142394729857,100.0
8,20,20,0.07200000000000001,0.16798527979822142,100.0
8,20,20,0.07300000000000001,0.166833158746896,100.0
8,20,20,0.074,0.16206595145713107,100.0
8,20,20,0.075,0.16135359719215603,100.0
7,20,20,0.076,0.17966966996744618,100.0
7,20,20,0.077,0.17694392905489945,100.0
7,20,20,0.078,0.1795048686569517,100.0
7,20,20,0.079,0.17207030108817914,100.0
7,20,20,0.08,0.17414078385834503,100.0
7,20,20,0.081,0.16749130912364077,100.0
7,20,20,0.082,0.16794906019768832,100.0
7,20,20,0.083,0.16854341465002246,100.0
7,20,20,0.084,0.1605743302213557,100.0
7,20,20,0.085,0.15774509460024932,100.0
7,20,20,0.08600000000000001,0.15798634939770045,100.0
7,20,20,0.08700000000000001,0.15862801648740651,100.0
6,20,20,0.08800000000000001,0.17693401078747442,100.0
6,20,20,0.089,0.1772123217341653,100.0
6,20,20,0.09,0.17615847632344797,100.0
6,20,20,0.091,0.17461827372926114,100.0
6,20,20,0.092,0.16938663167567836,100.0
6,20,20,0.093,0.16673472623776212,100.0
6,20,20,0.094,0.16850111964671488,100.0
6,20,20,0.095,0.16297032137221526,100.0
6,20,20,0.096,0.16272166769459082,100.0
6,20,20,0.097,0.16116618367990584,100.0
6,20,20,0.098,0.1559466825365891,100.0
6,20,20,0.099,0.15744168790199353,100.0
